EJERCICIO,NRO_REG_COMP,FECH_REG_COMP,LUG_EMI,JURISDICCION,CODIGO_UE,COD_PROV,TIPO_REGIS,NRO_ORIG,CODIGO_FF,UNI_COMPRA,NRO_OC,DELEG_SOLIC,NRO_SOLIC,TIPO_DOC,NRO_DOC,ANIO_DOC,IMPORTE_TOT,ESTADO_REG_COMP,CONFIRMADO,FECH_CONFIRM,FECH_ANUL,MOTIVO_ANUL,CANT_IMPRES,CONCEPTO,FECH_RELOJ,DEUDA,DEPENDENCIA,INSISTIDO,RC_DIFERIDO,EJERCICIO_ANT,NRO_REG_COMP_ANT,RC_EJERCICIO_ANT
2026,3234,2026-05-07 00:00:00,GMADA,1110118000,25,1514,R,3234,132,1,1617,1,1699,,,,17160000.0,D,S,2026-05-07 00:00:00,,,1,Combustible,2026-05-07 00:00:00,N,000SU,2026-05-07 00:00:00,N,2026,,N
2026,3235,2026-05-07 00:00:00,GMADA,1110200000,8,3287,R,3235,110,1,1619,1,1702,,,,58500.0,D,S,2026-05-07 00:00:00,,,1,Servicio impresion,2026-05-07 00:00:00,N,SECHCD,2026-05-07 00:00:00,N,2026,,N
2026,3236,2026-05-07 00:00:00,GMADA,1110102000,2,1962,R,3236,110,1,1620,1,1703,,,,18000.0,D,S,2026-05-07 00:00:00,,,1,Cuadros,2026-05-07 00:00:00,N,PRENS,2026-05-07 00:00:00,N,2026,,N
2026,3238,2026-05-07 00:00:00,GMADA,1110106000,7,1259,R,3238,132,1,1565,1,1654,,,,157920.0,D,S,2026-05-07 00:00:00,,,1,Art electricidad,2026-05-07 00:00:00,N,ACCSOC,2026-05-07 00:00:00,N,2026,,N
2026,3239,2026-05-07 00:00:00,GMADA,1110113000,20,776,R,3239,110,1,1644,1,1708,,,,160000.0,D,S,2026-05-07 00:00:00,,,1,Alineacion y b.(AF354SS-AB038FH-AB038FG ),2026-05-07 00:00:00,N,SECSEG,2026-05-07 00:00:00,N,2026,,N
2026,3240,2026-05-07 00:00:00,GMADA,1110113000,20,3220,R,3240,110,1,1645,1,1709,,,,500000.0,N,S,2026-05-07 00:00:00,,,1,Reparacion vehiculos,2026-05-07 00:00:00,N,SECSEG,2026-05-07 00:00:00,N,2026,,N
2026,3241,2026-05-07 00:00:00,GMADA,1110113000,20,776,R,3241,110,1,1643,1,1707,,,,93000.0,D,S,2026-05-07 00:00:00,,,1,Reparacion neumaticos,2026-05-07 00:00:00,N,SECSEG,2026-05-07 00:00:00,N,2026,,N
2026,3246,2026-05-07 00:00:00,GMADA,1110101000,1,2330,R,3246,110,1,1646,1,1714,,,,2950000.0,N,S,2026-05-07 00:00:00,,,1,Combustible,2026-05-07 00:00:00,N,INT,2026-05-07 00:00:00,N,2026,,N
2026,3247,2026-05-07 00:00:00,GMADA,1110102000,2,2330,R,3247,110,1,1647,1,1713,,,,2950000.0,N,S,2026-05-07 00:00:00,,,1,Combustible,2026-05-07 00:00:00,N,GOBHAC,2026-05-07 00:00:00,N,2026,,N
2026,3248,2026-05-07 00:00:00,GMADA,1110101000,1,441,R,3248,110,1,1648,1,1711,,,,3000000.0,N,S,2026-05-07 00:00:00,,,1,Art papelera,2026-05-07 00:00:00,N,CEREM,2026-05-07 00:00:00,N,2026,,N
