COD_PROV,COD_IMP,COD_ACTIV,COEF_CONV_MULTI
917,TMUNI,EXENT,1.0
918,TMUNI,EXENT,1.0
919,TMUNI,EXENT,1.0
920,TMUNI,EXENT,1.0
921,TMUNI,EXENT,1.0
922,TMUNI,EXENT,1.0
923,TMUNI,EXENT,1.0
924,TMUNI,EXENT,1.0
925,TMUNI,EXENT,1.0
926,TMUNI,EXENT,1.0
927,TMUNI,EXENT,1.0
928,TMUNI,EXENT,1.0
929,TMUNI,EXENT,1.0
930,TMUNI,EXENT,1.0
931,TMUNI,EXENT,1.0
932,TMUNI,EXENT,1.0
933,TMUNI,EXENT,1.0
934,TMUNI,EXENT,1.0
935,TMUNI,EXENT,1.0
936,TMUNI,EXENT,1.0
937,TMUNI,EXENT,1.0
938,TMUNI,EXENT,1.0
939,TMUNI,EXENT,1.0
940,TMUNI,EXENT,1.0
941,TMUNI,EXENT,1.0
942,TMUNI,EXENT,1.0
943,TMUNI,EXENT,1.0
944,TMUNI,EXENT,1.0
945,TMUNI,EXENT,1.0
946,TMUNI,EXENT,1.0
947,TMUNI,EXENT,1.0
948,TMUNI,EXENT,1.0
949,TMUNI,EXENT,1.0
950,TMUNI,EXENT,1.0
951,TMUNI,EXENT,1.0
952,TMUNI,EXENT,1.0
953,TMUNI,EXENT,1.0
954,TMUNI,EXENT,1.0
955,TMUNI,EXENT,1.0
956,TMUNI,EXENT,1.0
957,TMUNI,EXENT,1.0
958,TMUNI,EXENT,1.0
959,TMUNI,EXENT,1.0
960,TMUNI,EXENT,1.0
961,TMUNI,EXENT,1.0
962,TMUNI,EXENT,1.0
963,TMUNI,EXENT,1.0
964,TMUNI,EXENT,1.0
965,TMUNI,EXENT,1.0
966,TMUNI,EXENT,1.0
967,TMUNI,EXENT,1.0
968,TMUNI,EXENT,1.0
969,TMUNI,EXENT,1.0
970,TMUNI,EXENT,1.0
971,TMUNI,EXENT,1.0
972,TMUNI,EXENT,1.0
973,TMUNI,EXENT,1.0
974,TMUNI,EXENT,1.0
975,TMUNI,EXENT,1.0
976,TMUNI,EXENT,1.0
977,TMUNI,EXENT,1.0
978,TMUNI,EXENT,1.0
979,TMUNI,EXENT,1.0
980,TMUNI,EXENT,1.0
981,TMUNI,EXENT,1.0
982,TMUNI,EXENT,1.0
983,TMUNI,EXENT,1.0
984,TMUNI,EXENT,1.0
985,TMUNI,EXENT,1.0
986,TMUNI,EXENT,1.0
987,TMUNI,EXENT,1.0
988,TMUNI,EXENT,1.0
989,TMUNI,EXENT,1.0
990,TMUNI,EXENT,1.0
991,TMUNI,EXENT,1.0
992,TMUNI,EXENT,1.0
993,TMUNI,EXENT,1.0
995,TMUNI,EXENT,1.0
996,TMUNI,EXENT,1.0
997,TMUNI,EXENT,1.0
998,TMUNI,EXENT,1.0
999,TMUNI,EXENT,1.0
1000,TMUNI,EXENT,1.0
1001,TMUNI,EXENT,1.0
1002,TMUNI,EXENT,1.0
1003,TMUNI,EXENT,1.0
1004,TMUNI,EXENT,1.0
1005,TMUNI,EXENT,1.0
1006,TMUNI,EXENT,1.0
1007,TMUNI,EXENT,1.0
1008,TMUNI,EXENT,1.0
1009,TMUNI,EXENT,1.0
1010,TMUNI,EXENT,1.0
1011,TMUNI,EXENT,1.0
1012,TMUNI,EXENT,1.0
1013,TMUNI,EXENT,1.0
1014,TMUNI,EXENT,1.0
1015,TMUNI,EXENT,1.0
1016,TMUNI,EXENT,1.0
1017,TMUNI,EXENT,1.0
1018,TMUNI,EXENT,1.0
1019,TMUNI,EXENT,1.0
1020,TMUNI,EXENT,1.0
1021,TMUNI,EXENT,1.0
1022,TMUNI,EXENT,1.0
1023,TMUNI,EXENT,1.0
1024,TMUNI,EXENT,1.0
1025,TMUNI,EXENT,1.0
1026,TMUNI,EXENT,1.0
1027,TMUNI,EXENT,1.0
1028,TMUNI,EXENT,1.0
1029,TMUNI,EXENT,1.0
1030,TMUNI,EXENT,1.0
1031,TMUNI,EXENT,1.0
1032,TMUNI,EXENT,1.0
1033,TMUNI,EXENT,1.0
1034,TMUNI,EXENT,1.0
1035,TMUNI,EXENT,1.0
1036,TMUNI,EXENT,1.0
1037,TMUNI,EXENT,1.0
1039,TMUNI,EXENT,1.0
1040,TMUNI,EXENT,1.0
1041,TMUNI,EXENT,1.0
1042,TMUNI,EXENT,1.0
1043,TMUNI,EXENT,1.0
1044,TMUNI,EXENT,1.0
1045,TMUNI,EXENT,1.0
1046,TMUNI,EXENT,1.0
1047,TMUNI,EXENT,1.0
1048,TMUNI,EXENT,1.0
1049,TMUNI,EXENT,1.0
1050,TMUNI,EXENT,1.0
1051,TMUNI,EXENT,1.0
1052,TMUNI,EXENT,1.0
1053,TMUNI,EXENT,1.0
1054,TMUNI,EXENT,1.0
1055,TMUNI,EXENT,1.0
1056,TMUNI,EXENT,1.0
1057,TMUNI,EXENT,1.0
1058,TMUNI,EXENT,1.0
1059,TMUNI,EXENT,1.0
1060,TMUNI,EXENT,1.0
1062,TMUNI,EXENT,1.0
1063,TMUNI,EXENT,1.0
1064,TMUNI,EXENT,1.0
1065,TMUNI,EXENT,1.0
1066,TMUNI,EXENT,1.0
1067,TMUNI,EXENT,1.0
1068,TMUNI,EXENT,1.0
1069,TMUNI,EXENT,1.0
1070,TMUNI,EXENT,1.0
1071,TMUNI,EXENT,1.0
1072,TMUNI,EXENT,1.0
1073,TMUNI,EXENT,1.0
1074,TMUNI,EXENT,1.0
1075,TMUNI,EXENT,1.0
1076,TMUNI,EXENT,1.0
1077,TMUNI,EXENT,1.0
1078,TMUNI,EXENT,1.0
1079,TMUNI,EXENT,1.0
1080,TMUNI,EXENT,1.0
1081,TMUNI,EXENT,1.0
1082,TMUNI,EXENT,1.0
1083,TMUNI,EXENT,1.0
1084,TMUNI,EXENT,1.0
1085,TMUNI,EXENT,1.0
1086,TMUNI,EXENT,1.0
1087,TMUNI,EXENT,1.0
1088,TMUNI,EXENT,1.0
1089,TMUNI,EXENT,1.0
1090,TMUNI,EXENT,1.0
1091,TMUNI,EXENT,1.0
1092,TMUNI,EXENT,1.0
1093,TMUNI,EXENT,1.0
1094,TMUNI,EXENT,1.0
1095,TMUNI,EXENT,1.0
1096,TMUNI,EXENT,1.0
1097,TMUNI,EXENT,1.0
1098,TMUNI,EXENT,1.0
1099,TMUNI,EXENT,1.0
1100,TMUNI,EXENT,1.0
1101,TMUNI,EXENT,1.0
1102,TMUNI,EXENT,1.0
1103,TMUNI,EXENT,1.0
1104,TMUNI,EXENT,1.0
1105,TMUNI,EXENT,1.0
1106,TMUNI,EXENT,1.0
1107,TMUNI,EXENT,1.0
1108,TMUNI,EXENT,1.0
1109,TMUNI,EXENT,1.0
1110,TMUNI,EXENT,1.0
1111,TMUNI,EXENT,1.0
1112,TMUNI,EXENT,1.0
1113,TMUNI,EXENT,1.0
1114,TMUNI,EXENT,1.0
1115,TMUNI,EXENT,1.0
1116,TMUNI,EXENT,1.0
1117,TMUNI,EXENT,1.0
1118,TMUNI,EXENT,1.0
1119,TMUNI,EXENT,1.0
1120,TMUNI,EXENT,1.0
1122,TMUNI,EXENT,1.0
1123,TMUNI,EXENT,1.0
1124,TMUNI,EXENT,1.0
1125,TMUNI,EXENT,1.0
1126,TMUNI,EXENT,1.0
1127,TMUNI,EXENT,1.0
1128,TMUNI,EXENT,1.0
1129,TMUNI,EXENT,1.0
1130,TMUNI,EXENT,1.0
1131,TMUNI,EXENT,1.0
1132,TMUNI,EXENT,1.0
1133,TMUNI,EXENT,1.0
1134,TMUNI,EXENT,1.0
1135,TMUNI,EXENT,1.0
1136,TMUNI,EXENT,1.0
1137,TMUNI,EXENT,1.0
1138,TMUNI,EXENT,1.0
1139,TMUNI,EXENT,1.0
1140,TMUNI,EXENT,1.0
1141,TMUNI,EXENT,1.0
1142,TMUNI,EXENT,1.0
1143,TMUNI,EXENT,1.0
1144,TMUNI,EXENT,1.0
1145,TMUNI,EXENT,1.0
1146,TMUNI,EXENT,1.0
1147,TMUNI,EXENT,1.0
1148,TMUNI,EXENT,1.0
1149,TMUNI,EXENT,1.0
1150,TMUNI,EXENT,1.0
1151,TMUNI,EXENT,1.0
1152,TMUNI,EXENT,1.0
1153,TMUNI,EXENT,1.0
1154,TMUNI,EXENT,1.0
1155,TMUNI,EXENT,1.0
1156,TMUNI,EXENT,1.0
1157,TMUNI,EXENT,1.0
1158,TMUNI,EXENT,1.0
1159,TMUNI,EXENT,1.0
1160,TMUNI,EXENT,1.0
1161,TMUNI,EXENT,1.0
1162,TMUNI,EXENT,1.0
1163,TMUNI,EXENT,1.0
1164,TMUNI,EXENT,1.0
1165,TMUNI,EXENT,1.0
1166,TMUNI,EXENT,1.0
1167,TMUNI,EXENT,1.0
1168,TMUNI,EXENT,1.0
1169,TMUNI,EXENT,1.0
1170,TMUNI,EXENT,1.0
1171,TMUNI,EXENT,1.0
1172,TMUNI,EXENT,1.0
1173,TMUNI,EXENT,1.0
1174,TMUNI,EXENT,1.0
1175,TMUNI,EXENT,1.0
1176,TMUNI,EXENT,1.0
1177,TMUNI,EXENT,1.0
1178,TMUNI,EXENT,1.0
1179,TMUNI,EXENT,1.0
1180,TMUNI,EXENT,1.0
1181,TMUNI,EXENT,1.0
1182,TMUNI,EXENT,1.0
1183,TMUNI,EXENT,1.0
1184,TMUNI,EXENT,1.0
1185,TMUNI,EXENT,1.0
1186,TMUNI,EXENT,1.0
1187,TMUNI,EXENT,1.0
1188,TMUNI,EXENT,1.0
1189,TMUNI,EXENT,1.0
1190,TMUNI,EXENT,1.0
1191,TMUNI,EXENT,1.0
1192,TMUNI,EXENT,1.0
1193,TMUNI,EXENT,1.0
1194,TMUNI,EXENT,1.0
1195,TMUNI,EXENT,1.0
1196,TMUNI,EXENT,1.0
1197,TMUNI,EXENT,1.0
1198,TMUNI,EXENT,1.0
1199,TMUNI,EXENT,1.0
1200,TMUNI,EXENT,1.0
1201,TMUNI,EXENT,1.0
1202,TMUNI,EXENT,1.0
1203,TMUNI,EXENT,1.0
1204,TMUNI,EXENT,1.0
1205,TMUNI,EXENT,1.0
1206,TMUNI,EXENT,1.0
1207,TMUNI,EXENT,1.0
1208,TMUNI,EXENT,1.0
1209,TMUNI,EXENT,1.0
1210,TMUNI,EXENT,1.0
1211,TMUNI,EXENT,1.0
1212,TMUNI,EXENT,1.0
1213,TMUNI,EXENT,1.0
1214,TMUNI,EXENT,1.0
1215,TMUNI,EXENT,1.0
1216,TMUNI,EXENT,1.0
1217,TMUNI,EXENT,1.0
1218,TMUNI,EXENT,1.0
1219,TMUNI,EXENT,1.0
1220,TMUNI,EXENT,1.0
1221,TMUNI,EXENT,1.0
1222,TMUNI,EXENT,1.0
1223,TMUNI,EXENT,1.0
1224,TMUNI,EXENT,1.0
1225,TMUNI,EXENT,1.0
1226,TMUNI,EXENT,1.0
1227,TMUNI,EXENT,1.0
1228,TMUNI,EXENT,1.0
1229,TMUNI,EXENT,1.0
1230,TMUNI,EXENT,1.0
1231,TMUNI,EXENT,1.0
1232,TMUNI,EXENT,1.0
1233,TMUNI,EXENT,1.0
1234,TMUNI,EXENT,1.0
1235,TMUNI,EXENT,1.0
1236,TMUNI,EXENT,1.0
1237,TMUNI,EXENT,1.0
1238,TMUNI,EXENT,1.0
1239,TMUNI,EXENT,1.0
1240,TMUNI,EXENT,1.0
1241,TMUNI,EXENT,1.0
1242,TMUNI,EXENT,1.0
1243,TMUNI,EXENT,1.0
1244,TMUNI,EXENT,1.0
1245,TMUNI,EXENT,1.0
1246,TMUNI,EXENT,1.0
1247,TMUNI,EXENT,1.0
1248,TMUNI,EXENT,1.0
1249,TMUNI,EXENT,1.0
1250,TMUNI,EXENT,1.0
1251,TMUNI,EXENT,1.0
1252,TMUNI,EXENT,1.0
1253,TMUNI,EXENT,1.0
5090,TMUNI,EXENT,1.0
5129,TMUNI,EXENT,1.0
5132,TMUNI,EXENT,1.0
5134,TMUNI,EXENT,1.0
5299,TMUNI,EXENT,1.0
50001,TMUNI,EXENT,1.0
50002,TMUNI,EXENT,1.0
50003,TMUNI,EXENT,1.0
50004,TMUNI,EXENT,1.0
50005,TMUNI,EXENT,1.0
50006,TMUNI,EXENT,1.0
50007,TMUNI,EXENT,1.0
50008,TMUNI,EXENT,1.0
50009,TMUNI,EXENT,1.0
50010,TMUNI,EXENT,1.0
50011,TMUNI,EXENT,1.0
50012,TMUNI,EXENT,1.0
50013,TMUNI,EXENT,1.0
50014,TMUNI,EXENT,1.0
50015,TMUNI,EXENT,1.0
50016,TMUNI,EXENT,1.0
50017,TMUNI,EXENT,1.0
50018,TMUNI,EXENT,1.0
50019,TMUNI,EXENT,1.0
50020,TMUNI,EXENT,1.0
50021,TMUNI,EXENT,1.0
50022,TMUNI,EXENT,1.0
50023,TMUNI,EXENT,1.0
50024,TMUNI,EXENT,1.0
50025,TMUNI,EXENT,1.0
50026,TMUNI,EXENT,1.0
50027,TMUNI,EXENT,1.0
50028,TMUNI,EXENT,1.0
50029,TMUNI,EXENT,1.0
50030,TMUNI,EXENT,1.0
50031,TMUNI,EXENT,1.0
50032,TMUNI,EXENT,1.0
50033,TMUNI,EXENT,1.0
50034,TMUNI,EXENT,1.0
50035,TMUNI,EXENT,1.0
50036,TMUNI,EXENT,1.0
50037,TMUNI,EXENT,1.0
50038,TMUNI,EXENT,1.0
50039,TMUNI,EXENT,1.0
50040,TMUNI,EXENT,1.0
50041,TMUNI,EXENT,1.0
50042,TMUNI,EXENT,1.0
50043,TMUNI,EXENT,1.0
50044,TMUNI,EXENT,1.0
50045,TMUNI,EXENT,1.0
50046,TMUNI,EXENT,1.0
50047,TMUNI,EXENT,1.0
50048,TMUNI,EXENT,1.0
50049,TMUNI,EXENT,1.0
50050,TMUNI,EXENT,1.0
50051,TMUNI,EXENT,1.0
50052,TMUNI,EXENT,1.0
50053,TMUNI,EXENT,1.0
50054,TMUNI,EXENT,1.0
50055,TMUNI,EXENT,1.0
50056,TMUNI,EXENT,1.0
50057,TMUNI,EXENT,1.0
50058,TMUNI,EXENT,1.0
50059,TMUNI,EXENT,1.0
50060,TMUNI,EXENT,1.0
50061,TMUNI,EXENT,1.0
50062,TMUNI,EXENT,1.0
50063,TMUNI,EXENT,1.0
50064,TMUNI,EXENT,1.0
50065,TMUNI,EXENT,1.0
50066,TMUNI,EXENT,1.0
50067,TMUNI,EXENT,1.0
50068,TMUNI,EXENT,1.0
50069,TMUNI,EXENT,1.0
50070,TMUNI,EXENT,1.0
50071,TMUNI,EXENT,1.0
50072,TMUNI,EXENT,1.0
50073,TMUNI,EXENT,1.0
50074,TMUNI,EXENT,1.0
50075,TMUNI,EXENT,1.0
50076,TMUNI,EXENT,1.0
50077,TMUNI,EXENT,1.0
50078,TMUNI,EXENT,1.0
50079,TMUNI,EXENT,1.0
50080,TMUNI,EXENT,1.0
50081,TMUNI,EXENT,1.0
50082,TMUNI,EXENT,1.0
50083,TMUNI,EXENT,1.0
50084,TMUNI,EXENT,1.0
50085,TMUNI,EXENT,1.0
50086,TMUNI,EXENT,1.0
50087,TMUNI,EXENT,1.0
50088,TMUNI,EXENT,1.0
50089,TMUNI,EXENT,1.0
50090,TMUNI,EXENT,1.0
50091,TMUNI,EXENT,1.0
50092,TMUNI,EXENT,1.0
50093,TMUNI,EXENT,1.0
50094,TMUNI,EXENT,1.0
50095,TMUNI,EXENT,1.0
50096,TMUNI,EXENT,1.0
50097,TMUNI,EXENT,1.0
50098,TMUNI,EXENT,1.0
50099,TMUNI,EXENT,1.0
50100,TMUNI,EXENT,1.0
50101,TMUNI,EXENT,1.0
50102,TMUNI,EXENT,1.0
50103,TMUNI,EXENT,1.0
50104,TMUNI,EXENT,1.0
50105,TMUNI,EXENT,1.0
50106,TMUNI,EXENT,1.0
50107,TMUNI,EXENT,1.0
50108,TMUNI,EXENT,1.0
50109,TMUNI,EXENT,1.0
50110,TMUNI,EXENT,1.0
50111,TMUNI,EXENT,1.0
50112,TMUNI,EXENT,1.0
50113,TMUNI,EXENT,1.0
50114,TMUNI,EXENT,1.0
50115,TMUNI,EXENT,1.0
50116,TMUNI,EXENT,1.0
50117,TMUNI,EXENT,1.0
50118,TMUNI,EXENT,1.0
50119,TMUNI,EXENT,1.0
50120,TMUNI,EXENT,1.0
50121,TMUNI,EXENT,1.0
50122,TMUNI,EXENT,1.0
50123,TMUNI,EXENT,1.0
50124,TMUNI,EXENT,1.0
50125,TMUNI,EXENT,1.0
50126,TMUNI,EXENT,1.0
50127,TMUNI,EXENT,1.0
50128,TMUNI,EXENT,1.0
50129,TMUNI,EXENT,1.0
50130,TMUNI,EXENT,1.0
50131,TMUNI,EXENT,1.0
50132,TMUNI,EXENT,1.0
50133,TMUNI,EXENT,1.0
50134,TMUNI,EXENT,1.0
50135,TMUNI,EXENT,1.0
50136,TMUNI,EXENT,1.0
50137,TMUNI,EXENT,1.0
50138,TMUNI,EXENT,1.0
50139,TMUNI,EXENT,1.0
50140,TMUNI,EXENT,1.0
50141,TMUNI,EXENT,1.0
50142,TMUNI,EXENT,1.0
50143,TMUNI,EXENT,1.0
50144,TMUNI,EXENT,1.0
50145,TMUNI,EXENT,1.0
50146,TMUNI,EXENT,1.0
50147,TMUNI,EXENT,1.0
50148,TMUNI,EXENT,1.0
50149,TMUNI,EXENT,1.0
50150,TMUNI,EXENT,1.0
50151,TMUNI,EXENT,1.0
50152,TMUNI,EXENT,1.0
50153,TMUNI,EXENT,1.0
50154,TMUNI,EXENT,1.0
50155,TMUNI,EXENT,1.0
50156,TMUNI,EXENT,1.0
50157,TMUNI,EXENT,1.0
50158,TMUNI,EXENT,1.0
50159,TMUNI,EXENT,1.0
50160,TMUNI,EXENT,1.0
50161,TMUNI,EXENT,1.0
50162,TMUNI,EXENT,1.0
50163,TMUNI,EXENT,1.0
50164,TMUNI,EXENT,1.0
50165,TMUNI,EXENT,1.0
50166,TMUNI,EXENT,1.0
50167,TMUNI,EXENT,1.0
50168,TMUNI,EXENT,1.0
50169,TMUNI,EXENT,1.0
50170,TMUNI,EXENT,1.0
50171,TMUNI,EXENT,1.0
50172,TMUNI,EXENT,1.0
50173,TMUNI,EXENT,1.0
50174,TMUNI,EXENT,1.0
50175,TMUNI,EXENT,1.0
50176,TMUNI,EXENT,1.0
50177,TMUNI,EXENT,1.0
50178,TMUNI,EXENT,1.0
50179,TMUNI,EXENT,1.0
50180,TMUNI,EXENT,1.0
50181,TMUNI,EXENT,1.0
50182,TMUNI,EXENT,1.0
50183,TMUNI,EXENT,1.0
50184,TMUNI,EXENT,1.0
50185,TMUNI,EXENT,1.0
50186,TMUNI,EXENT,1.0
50187,TMUNI,EXENT,1.0
50188,TMUNI,EXENT,1.0
50189,TMUNI,EXENT,1.0
50190,TMUNI,EXENT,1.0
50191,TMUNI,EXENT,1.0
50192,TMUNI,EXENT,1.0
50193,TMUNI,EXENT,1.0
50194,TMUNI,EXENT,1.0
50195,TMUNI,EXENT,1.0
50196,TMUNI,EXENT,1.0
50197,TMUNI,EXENT,1.0
50198,TMUNI,EXENT,1.0
50199,TMUNI,EXENT,1.0
50200,TMUNI,EXENT,1.0
50201,TMUNI,EXENT,1.0
50202,TMUNI,EXENT,1.0
50203,TMUNI,EXENT,1.0
50204,TMUNI,EXENT,1.0
50205,TMUNI,EXENT,1.0
50206,TMUNI,EXENT,1.0
50207,TMUNI,EXENT,1.0
50208,TMUNI,EXENT,1.0
50209,TMUNI,EXENT,1.0
50210,TMUNI,EXENT,1.0
50211,TMUNI,EXENT,1.0
50212,TMUNI,EXENT,1.0
50213,TMUNI,EXENT,1.0
50214,TMUNI,EXENT,1.0
50215,TMUNI,EXENT,1.0
50216,TMUNI,EXENT,1.0
50217,TMUNI,EXENT,1.0
50218,TMUNI,EXENT,1.0
50219,TMUNI,EXENT,1.0
50220,TMUNI,EXENT,1.0
50221,TMUNI,EXENT,1.0
50222,TMUNI,EXENT,1.0
50223,TMUNI,EXENT,1.0
50224,TMUNI,EXENT,1.0
50225,TMUNI,EXENT,1.0
50226,TMUNI,EXENT,1.0
50227,TMUNI,EXENT,1.0
50233,TMUNI,EXENT,1.0
50234,TMUNI,EXENT,1.0
50235,TMUNI,EXENT,1.0
50236,TMUNI,EXENT,1.0
50237,TMUNI,EXENT,1.0
50238,TMUNI,EXENT,1.0
50239,TMUNI,EXENT,1.0
50240,TMUNI,EXENT,1.0
50241,TMUNI,EXENT,1.0
50242,TMUNI,EXENT,1.0
50243,TMUNI,EXENT,1.0
50244,TMUNI,EXENT,1.0
50245,TMUNI,EXENT,1.0
50246,TMUNI,EXENT,1.0
50247,TMUNI,EXENT,1.0
50248,TMUNI,EXENT,1.0
50249,TMUNI,EXENT,1.0
50250,TMUNI,EXENT,1.0
50251,TMUNI,EXENT,1.0
50252,TMUNI,EXENT,1.0
50253,TMUNI,EXENT,1.0
50254,TMUNI,EXENT,1.0
50255,TMUNI,EXENT,1.0
50256,TMUNI,EXENT,1.0
50257,TMUNI,EXENT,1.0
50258,TMUNI,EXENT,1.0
50259,TMUNI,EXENT,1.0
50260,TMUNI,EXENT,1.0
50261,TMUNI,EXENT,1.0
50262,TMUNI,EXENT,1.0
50263,TMUNI,EXENT,1.0
50264,TMUNI,EXENT,1.0
50265,TMUNI,EXENT,1.0
50266,TMUNI,EXENT,1.0
50267,TMUNI,EXENT,1.0
50268,TMUNI,EXENT,1.0
50269,TMUNI,EXENT,1.0
50270,TMUNI,EXENT,1.0
50271,TMUNI,EXENT,1.0
50272,TMUNI,EXENT,1.0
50273,TMUNI,EXENT,1.0
50274,TMUNI,EXENT,1.0
50275,TMUNI,EXENT,1.0
50276,TMUNI,EXENT,1.0
50277,TMUNI,EXENT,1.0
50278,TMUNI,EXENT,1.0
50279,TMUNI,EXENT,1.0
50280,TMUNI,EXENT,1.0
50281,TMUNI,EXENT,1.0
50282,TMUNI,EXENT,1.0
50283,TMUNI,EXENT,1.0
50284,TMUNI,EXENT,1.0
50285,TMUNI,EXENT,1.0
50286,TMUNI,EXENT,1.0
50287,TMUNI,EXENT,1.0
50288,TMUNI,EXENT,1.0
50289,TMUNI,EXENT,1.0
50290,TMUNI,EXENT,1.0
50291,TMUNI,EXENT,1.0
50292,TMUNI,EXENT,1.0
50293,TMUNI,EXENT,1.0
50294,TMUNI,EXENT,1.0
50295,TMUNI,EXENT,1.0
50296,TMUNI,EXENT,1.0
50297,TMUNI,EXENT,1.0
50298,TMUNI,EXENT,1.0
50299,TMUNI,EXENT,1.0
50300,TMUNI,EXENT,1.0
50301,TMUNI,EXENT,1.0
50302,TMUNI,EXENT,1.0
50303,TMUNI,EXENT,1.0
50304,TMUNI,EXENT,1.0
50305,TMUNI,EXENT,1.0
50306,TMUNI,EXENT,1.0
50307,TMUNI,EXENT,1.0
50308,TMUNI,EXENT,1.0
50309,TMUNI,EXENT,1.0
50310,TMUNI,EXENT,1.0
50311,TMUNI,EXENT,1.0
50312,TMUNI,EXENT,1.0
50313,TMUNI,EXENT,1.0
50314,TMUNI,EXENT,1.0
50315,TMUNI,EXENT,1.0
50316,TMUNI,EXENT,1.0
50317,TMUNI,EXENT,1.0
50318,TMUNI,EXENT,1.0
50319,TMUNI,EXENT,1.0
50320,TMUNI,EXENT,1.0
50321,TMUNI,EXENT,1.0
50322,TMUNI,EXENT,1.0
50323,TMUNI,EXENT,1.0
50324,TMUNI,EXENT,1.0
50325,TMUNI,EXENT,1.0
50326,TMUNI,EXENT,1.0
50327,TMUNI,EXENT,1.0
50328,TMUNI,EXENT,1.0
2,IVA,MONO,1.0
1,IVA,MONO,1.0
9,IVA,MONO,1.0
21,IVA,MONO,1.0
24,IVA,MONO,1.0
25,IVA,MONO,1.0
29,IVA,MONO,1.0
31,IVA,MONO,1.0
50006,IVA,MONO,1.0
40,IVA,MONO,1.0
50007,IVA,MONO,1.0
41,IVA,MONO,1.0
45,IVA,MONO,1.0
46,IVA,MONO,1.0
48,IVA,MONO,1.0
49,IVA,MONO,1.0
50,IVA,MONO,1.0
51,IVA,MONO,1.0
52,IVA,MONO,1.0
53,IVA,MONO,1.0
54,IVA,MONO,1.0
56,IVA,MONO,1.0
57,IVA,MONO,1.0
61,IVA,MONO,1.0
62,IVA,MONO,1.0
66,IVA,MONO,1.0
68,IVA,MONO,1.0
69,IVA,MONO,1.0
74,IVA,MONO,1.0
83,IVA,MONO,1.0
50026,IVA,MONO,1.0
84,IVA,MONO,1.0
86,IVA,MONO,1.0
92,IVA,MONO,1.0
93,IVA,MONO,1.0
104,IVA,MONO,1.0
106,IVA,MONO,1.0
105,IVA,MONO,1.0
107,IVA,MONO,1.0
108,IVA,MONO,1.0
110,IVA,MONO,1.0
50037,IVA,MONO,1.0
50038,IVA,MONO,1.0
50039,IVA,MONO,1.0
50043,IVA,MONO,1.0
50044,IVA,MONO,1.0
50046,IVA,MONO,1.0
50047,IVA,MONO,1.0
114,IVA,MONO,1.0
116,IVA,MONO,1.0
119,IVA,MONO,1.0
120,IVA,MONO,1.0
127,IVA,MONO,1.0
128,IVA,MONO,1.0
130,IVA,MONO,1.0
132,IVA,MONO,1.0
136,IVA,MONO,1.0
137,IVA,MONO,1.0
142,IVA,MONO,1.0
144,IVA,MONO,1.0
145,IVA,MONO,1.0
148,IVA,MONO,1.0
149,IVA,MONO,1.0
150,IVA,MONO,1.0
152,IVA,MONO,1.0
155,IVA,MONO,1.0
164,IVA,MONO,1.0
167,IVA,MONO,1.0
170,IVA,MONO,1.0
172,IVA,MONO,1.0
176,IVA,MONO,1.0
177,IVA,MONO,1.0
178,IVA,MONO,1.0
182,IVA,MONO,1.0
186,IVA,MONO,1.0
187,IVA,MONO,1.0
188,IVA,MONO,1.0
189,IVA,MONO,1.0
190,IVA,MONO,1.0
191,IVA,MONO,1.0
194,IVA,MONO,1.0
202,IVA,MONO,1.0
203,IVA,MONO,1.0
205,IVA,MONO,1.0
206,IVA,MONO,1.0
209,IVA,MONO,1.0
210,IVA,MONO,1.0
211,IVA,MONO,1.0
212,IVA,MONO,1.0
213,IVA,MONO,1.0
219,IVA,MONO,1.0
50076,IVA,MONO,1.0
226,IVA,MONO,1.0
227,IVA,MONO,1.0
231,IVA,MONO,1.0
50080,IVA,MONO,1.0
238,IVA,MONO,1.0
244,IVA,MONO,1.0
245,IVA,MONO,1.0
247,IVA,MONO,1.0
249,IVA,MONO,1.0
254,IVA,MONO,1.0
259,IVA,MONO,1.0
261,IVA,MONO,1.0
264,IVA,MONO,1.0
265,IVA,MONO,1.0
266,IVA,MONO,1.0
267,IVA,MONO,1.0
271,IVA,MONO,1.0
280,IVA,MONO,1.0
281,IVA,MONO,1.0
282,IVA,MONO,1.0
283,IVA,MONO,1.0
284,IVA,MONO,1.0
286,IVA,MONO,1.0
290,IVA,MONO,1.0
295,IVA,MONO,1.0
296,IVA,MONO,1.0
299,IVA,MONO,1.0
300,IVA,MONO,1.0
305,IVA,MONO,1.0
306,IVA,MONO,1.0
50094,IVA,MONO,1.0
50095,IVA,MONO,1.0
50096,IVA,MONO,1.0
307,IVA,MONO,1.0
310,IVA,MONO,1.0
312,IVA,MONO,1.0
316,IVA,MONO,1.0
317,IVA,MONO,1.0
318,IVA,MONO,1.0
323,IVA,MONO,1.0
325,IVA,MONO,1.0
326,IVA,MONO,1.0
327,IVA,MONO,1.0
331,IVA,MONO,1.0
334,IVA,MONO,1.0
337,IVA,MONO,1.0
338,IVA,MONO,1.0
339,IVA,MONO,1.0
340,IVA,MONO,1.0
343,IVA,MONO,1.0
344,IVA,MONO,1.0
347,IVA,MONO,1.0
352,IVA,MONO,1.0
360,IVA,MONO,1.0
364,IVA,MONO,1.0
368,IVA,MONO,1.0
370,IVA,MONO,1.0
373,IVA,MONO,1.0
374,IVA,MONO,1.0
376,IVA,MONO,1.0
