EJERCICIO,UNI_COMPRA,NRO_OC,ITEM_OC,DELEG_SOLIC,NRO_SOLIC,ITEM_REAL,DESCRIPCION,CANTIDAD,IMP_UNITARIO,CANT_RECIB,IMPORTE_EJER,COD_PROV,OC_FECH_OC,OC_OBSERVACIONES,ESTADO_OC,SG_JURISDICCION
2026,1,936,9,1,924,9,LIMPIADOR CREMOSO - LIMPIADOR CREMOSO (GENERICO) - CIF X 750,1,4200,1,4200,169,2026-03-09 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,R,1110109000
2026,1,936,8,1,924,8,ESCOBILLON - ESCOBILLON (GENERICO),1,4100,1,4100,169,2026-03-09 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,R,1110109000
2026,1,936,7,1,924,7,balde - balde (Genérico),2,3400,2,6800,169,2026-03-09 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,R,1110109000
2026,1,936,6,1,924,6,QUITASARRO - QUITASARRO (GENERICO),1,2300,1,2300,169,2026-03-09 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,R,1110109000
2026,1,936,5,1,924,5,ESCOBILLA LIMPIA INODORO - ESCOBILLA LIMPIA INODORO (GENERICO),3,3700,3,11100,169,2026-03-09 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,R,1110109000
2026,1,936,4,1,924,4,PALO ESCOBILLON - PALO ESCOBILLON (Genérico),1,1800,1,1800,169,2026-03-09 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,R,1110109000
2026,1,936,3,1,924,3,Pasa cera Plástico - Pasa cera Plástico (Genérico),1,4500,1,4500,169,2026-03-09 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,R,1110109000
2026,1,936,2,1,924,2,PLUMERO - PLUMERO (GENERICO),1,2750,1,2750,169,2026-03-09 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,R,1110109000
2026,1,936,1,1,924,1,CABO DE MADERA - CABO DE MADERA (GENERICO),2,2500,2,5000,169,2026-03-09 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,R,1110109000
2026,1,889,1,1,925,1,"ALQUILER BAÑO QUIMICO - ALQUILER BAÑO QUIMICO (Genérico)
1 BAÑO QUIMICO SIMPLE
1  BAÑO QUIMICO DISCAPACITADO
1 PERSONA MANTENIMIENTO
FINAL DE FOLKLORE 2026",1,250000,0,250000,3364,2026-03-09 00:00:00,MATIAS LIGARI    FINAL FOLKLORE EN LOS BARRIOS   EXPTE 224/26,A,1110105000
2026,1,938,2,1,926,2,SERVICIO DE FLETE - SERVICIO DE FLETE (Genérico),6,100,6,600,2310,2026-03-09 00:00:00,PROV.CENTRO HIERRO PRESUP.7798 HIERRO PARA REPARACION DE CAMION AF987IJ,R,1110118000
2026,1,938,1,1,926,1,T.E. RECTANGULAR - T.E. RECTANGULAR (Genérico),1,60234.34,1,60234.34,2310,2026-03-09 00:00:00,PROV.CENTRO HIERRO PRESUP.7798 HIERRO PARA REPARACION DE CAMION AF987IJ,R,1110118000
2026,1,937,2,1,927,2,BATERIA - DESTINO AUTOMOTOR - TENSION NOM. 12V - CAPACIDAD DE CORRIENTE 180A.,1,375000,1,375000,3395,2026-03-09 00:00:00,"PROV. YANINA PECORARI PRESUP.5087,5086 BATERIA PARA CAMION ASZ490 Y EQM607",R,1110118000
2026,1,937,1,1,927,1,BATERIA - DESTINO AUTOMOTOR - TENSION NOM. 12V - CAPACIDAD DE CORRIENTE 100A.,1,296000,1,296000,3395,2026-03-09 00:00:00,"PROV. YANINA PECORARI PRESUP.5087,5086 BATERIA PARA CAMION ASZ490 Y EQM607",R,1110118000
2026,1,939,30,1,928,30,FILTROS VARIOS - ACCESORIO FILTRO GASOIL C-5563 CITROEN C15,1,8901.2343,0,8901.2343,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,29,1,928,29,FILTRO GAS-OIL 5300052 - FILTRO PH4703,1,8925.3472,0,8925.3472,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,28,1,928,28,"FILTRO DE AIRE P/VEHICULO - MARCA MERCEDES BENZ - MODELO 710, 812, 813.",1,8643.9206,0,8643.9206,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,27,1,928,27,FILTRO DE ACEITE P/VEHICULO - MARCA PH5885,3,6854.8242,0,20564.4726,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,26,1,928,26,FILTROS VARIOS - FILTROS VARIOS (Genérico)CA11654,3,12396.3145,0,37188.9435,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,25,1,928,25,FILTRO DE AIRE CONJUNTO - FILTRO DE AIRE CONJUNTO (Genérico)CA9033,3,34709.6922,0,104129.0766,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,24,1,928,24,FILTRO DE ACEITE P/VEHICULO - MARCA CH8751,4,8044.3994,0,32177.5976,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,23,1,928,23,FILTRO GAS OIL 5300051 - FILTRO GAS OIL C8826,6,13749.8592,0,82499.1552,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,22,1,928,22,FILTRO DE ACEITE CARTUCHO MERCEDEZ EA 255 - FILTRO DE ACEITE PH5566,2,7485.7086,0,14971.4172,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,21,1,928,21,FILTROS VARIOS - ACCESORIO FILTRO ACEITE FRAM PH-4703 VW SAVEIRO,2,8925.3472,0,17850.6944,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,20,1,928,20,FILTRO DE GAS OIL P/VEHICULO - MARCA FORD - FA5693,3,48312.1346,0,144936.4038,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,19,1,928,19,FILTRO DE GASOIL  410 - FILTRO DE GASOIL  MAN MK10002,4,63354.9224,0,253419.6896,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,18,1,928,18,FILTROS VARIOS - ACCESORIO FILTRO PS9027RV IVECO,2,26052.3648,0,52104.7296,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,17,1,928,17,FILTROS VARIOS - ACCESORIO FILTRO CA11123 IVECO,6,58296.2028,0,349777.2168,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,16,1,928,16,FILTROS VARIOS - ACCESORIO FILTRO P9454 IVECO,6,18648.0747,0,111888.4482,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,15,1,928,15,FILTROS VARIOS - ACCESORIO FILTRO PH9453 IVECO,6,15358.0266,0,92148.1596,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,14,1,928,14,FILTROS VARIOS - ACCESORIO FILTRO ACEITE FRAM PH-2883 VW 13810,1,28440.5079,0,28440.5079,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,13,1,928,13,FILTROS VARIOS - ACCESORIO FILTRO AIRE FRAM CA-5626SYPU VW 17220,6,30635.6512,0,183813.9072,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,12,1,928,12,FILTROS VARIOS - ACCESORIO FILTRO AIRE FRAM CA-5626PU VW 17220,3,46027.3642,0,138082.0926,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,11,1,928,11,FILTROS VARIOS - ACCESORIO FILTRO ACEITE FRAM HPH-6349 VW 17220,1,42135.9074,0,42135.9074,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,10,1,928,10,FILTROS VARIOS - ACCESORIO FILTRO AIRE FRAM CA-3291 MERCEDES 1114,6,36294.4146,0,217766.4876,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,9,1,928,9,FILTROS VARIOS - ACCESORIO FILTRO ACEITE FRAM CH-2927A MERCEDES 1114,4,16572.2084,0,66288.8336,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,8,1,928,8,FILTROS VARIOS - ACCESORIO FILTRO AIRE FRAM CA-5971 FORD 14000,1,41946.4602,0,41946.4602,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,7,1,928,7,FILTROS VARIOS - ACCESORIO P-4182,16,8630.5138,0,138088.2208,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,6,1,928,6,FILTROS VARIOS - ACCESORIO FILTRO ACEITE FRAM PH-3976 FORD 14000,1,15026.3414,0,15026.3414,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,5,1,928,5,FILTROS VARIOS - ACCESORIO FILTRO HIDRAULICO FRAM CH-803APL GENERICO 1/2 LTS.,12,8697.5284,0,104370.3408,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,4,1,928,4,FILTROS VARIOS - ACCESORIO FILTRO AIRE FRAM CA-3291SY FORD 14000,12,27427.3604,0,329128.3248,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,3,1,928,3,FILTROS VARIOS - ACCESORIO FILTRO AIRE FRAM CA-283A FORD14000,2,35306.0479,0,70612.0958,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,2,1,928,2,FILTROS VARIOS - ACCESORIO FILTRO GASOIL FRAM C-11860PL FORD14000,12,6271.8753,0,75262.5036,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,939,1,1,928,1,FILTROS VARIOS - ACCESORIO FILTRO ACEITE FRAM PH-2852 FORD 14000,6,15626.0658,0,93756.3948,803,2026-03-10 00:00:00,"PROV. BLUECAR PRESUP.0545 FILTROS PARA VEHICULOS SVN719,SOG742,AWK675,XNE245,XNE244,UQV264,UQV265,DMI232,FSL723,HKO983,INI856,BMV14,LED10,LED013,CII59,CII58,OOI617,AF947IJ,AF947IN",R,1110118000
2026,1,1010,1,1,1070,1,MOTOR P/VEHICULO - MOTOR P/VEHICULO (ford ka 1.5 S),1,3029100,0,3029100,2416,2026-03-11 00:00:00,"Cesviauto, presupuesto (para colocar en el vehiculo ford ka que pertenecia a salud AC 548KJ)",R,1110113000
2026,1,1011,2,1,1071,2,TUBO DE GAS REFRIGERANTE - TUBO DE GAS REFRIGERANTE (Genérico),2,45000,0,90000,2801,2026-03-11 00:00:00,Pasini refrigeracion - presupuestocon fecha10/03/26,R,1110105000
2026,1,1011,1,1,1071,1,Pila - Pila (Genérico) AAA,2,2500,2,5000,2801,2026-03-11 00:00:00,Pasini refrigeracion - presupuestocon fecha10/03/26,R,1110105000
2026,1,1007,1,1,1072,1,"ALIMENTOS VARIOS - ALIMENTOS VARIOS (Genérico)PASTELES, EMPANADAS,ENSALADAS",1,800000,0,800000,2259,2026-03-11 00:00:00,PREVISION PARA DISTINTAS ACTIVIDADES DURANTE EL AÑO,R,1110102000
2026,1,76,1,1,75,1,"HONORARIOS PROFESIONALES - HONORARIOS PROFECIONALES (Genérico)Servicio de atención profesional prestado en los estrados judiciales por el término de tres meses desde el 01 de Enero al 31 de Marzo ,con un monto mensual de $1.650.000 ( Pesos un millón seiscientos cincuenta mil).",3,1650000,0,4950000,2218,2026-01-07 00:00:00,Expte. 3 Contrato Alomso Leandro Martín Desde Enero a Marzo.,R,1110117000
2026,1,883,1,1,969,1,"SERVICIO DE LUCES Y  SONIDO - SERVICIO DE LUCES Y  SONIDO (GENERICO)
FINAL FOLKLORE EN LOS BARRIOS
ANFITEATRO 07/03",1,500000,1,500000,3563,2026-03-06 00:00:00,SONIDO CD  CLAUDIO OSCAR DIAZ  FINAL FOLKLORE EN LOS BARRIOS  EXPTE 224/26,R,1110105000
2026,1,885,1,1,970,1,"SERV. RESIDUOS PATOLOGICOS - SERVICIO DE RECOLECCION DE CONTENEDORES 200 LTS, TRATAMIENTO Y DISPOSICION FINAL DE RESIDUOS PATOGENICOS DEL 01/01/2026 AL 30/06/2026",1,43000,0,43000,1119,2026-03-06 00:00:00, EXPEDIENTE 5/2025 CONTRATO SOMA S.A DEL 01/01/26 AL 30/06/2026 RECOLECCIÓN SERVICIOS RESIDUOS  PATOGENICOS - DIF ORDEN DE COMPRA N° 127,R,1110104000
2026,1,884,1,1,971,1,"PRESTACION DE SERVICIOS PROFESIONALES - PRESTACION DE SERVICIOS PROFESIONALES (Genérico) cambio de parrilla,fuejes y rotula,derecha y izquierda del foton municipal,con repuestos de,cremallera completa,precap y extremos,colocacion y mano de obra incluida.",1,1350000,1,1350000,120,2026-03-06 00:00:00, PROV. BARRAL LUIS FRANCISCO - PRESUP. N° 02/03/2026 - SEC PRODUCCION- FOTON AF591SL,R,1110108000
2026,1,887,1,1,973,1,"SEGURO AUTOMOTOR - DESCRIPCION TODO RIESGO S/FRANQUICIA DE PICK-UP AH782NM, ENDOSO POLIZA 10946164, DESDE EL 07/03/2026 AL 31/12/2026",1,3000000,0,3000000,33,2026-03-06 00:00:00,"PRESUPUESTO 000, PCIA BS AS",R,1110118000
2026,1,451,1,1,483,1,"REPARACION DE MOTONIVELADORA - REPARACION DE MOTONIVELADORA (Genérico) POR IR AL CAMPO,FALLA EN DIFERENCIAL,DESPRENDER CADENA,SACAR TANDEM,DESARMAR EJE COMPLETO, CABIAR NO-SPIN, ARAR ACCESORIOS,ARMAR CADENAS,PARA MOTONIVELADORA PAUNY BGZ34",1,7842000,1,7842000,163,2026-01-27 00:00:00,"PRESUPUESTO 079-7027,ALFIO DISTEFANO",R,1110111000
2026,1,452,2,1,484,2,SOLENOIDE TIPO  3906398 12 V - SOLENOIDE TIPO  3906398 12 V (Genérico),3,324820,3,974460,163,2026-01-27 00:00:00,PROV.ALFIO DISTEFANO PRESUP.079-7029 REPARACION DE PALA CARGADORA FIAT ALLIS  G140,R,1110118000
2026,1,452,1,1,484,1,"REPARACION DE CARGADORA - REPARACION DE CARGADORA (Genérico) CONTROL DE FALLA CONTROL ELECTRICO SOLENOIDE,",1,942250,1,942250,163,2026-01-27 00:00:00,PROV.ALFIO DISTEFANO PRESUP.079-7029 REPARACION DE PALA CARGADORA FIAT ALLIS  G140,R,1110118000
2026,1,453,1,1,485,1,"CAPATAZ C.A.S.E.R - El capataz prestara sus servicios desde el 01 de enero del 2026 hasta el 28 de febrero, percibiendo como contraprestacion del servicio un monto mensual de $ 2.690.617",2,2690617,0,5381234,2337,2026-01-27 00:00:00,CORRESPONDE CONTRATO GERMAN VON SALDERN,R,1110111000
2026,1,454,4,1,486,4,Aceite dos tiempos - Aceite dos tiempos (Genérico),1,2800,1,2800,2330,2026-01-27 00:00:00, PROV. COMBUSTIBLE DEL SALADO- SEC PRODUCCION- PREVISION,R,1110108000
2026,1,454,3,1,486,3,AGUA DESTILADA - AGUA DESTILADA (GENERICO),0,0,0,0,2330,2026-01-27 00:00:00, PROV. COMBUSTIBLE DEL SALADO- SEC PRODUCCION- PREVISION,R,1110108000
2026,1,454,2,1,486,2,INFINIA DIESEL - INFINIA DIESEL  (Genérico),20.01,1859,20.01,37198.59,2330,2026-01-27 00:00:00, PROV. COMBUSTIBLE DEL SALADO- SEC PRODUCCION- PREVISION,R,1110108000
2026,1,454,1,1,486,1,NAFTA SUPER - NAFTA SUPER (Genérico),25.01,1683,25.01,42091.83,2330,2026-01-27 00:00:00, PROV. COMBUSTIBLE DEL SALADO- SEC PRODUCCION- PREVISION,R,1110108000
2026,1,458,1,1,487,1,TUBO LED - TUBO LED (Genérico),6,5128.2,6,30769.2,1259,2026-01-27 00:00:00,"PRESUPUESTO 00030025, SUC DANNUNZIO JORGE",R,1110112000
2026,1,455,2,1,488,2,RECIPIENTE DE PLASTICO - RECIPIENTE DE PLASTICO (GENERICO): REDONDO C/TAPA 12 LTS.,2,5300,2,10600,169,2026-01-27 00:00:00,TERRANOVA QUIMICA. PRESUPUESTO Nº 001017.QUIROFANO-INTERNACION.,R,1110104000
2026,1,455,1,1,488,1,balde - balde (Genérico): REFORZADO 13 LTS.,2,3400,2,6800,169,2026-01-27 00:00:00,TERRANOVA QUIMICA. PRESUPUESTO Nº 001017.QUIROFANO-INTERNACION.,R,1110104000
2026,1,456,8,1,489,8,TUBOS ENDOTRAQ N° 7 - TUBOS ENDOTRAQ N° 7 CON BALON,10,1198,10,11980,87,2026-01-27 00:00:00,DROGUERIA DANA- PRESUPUESTO N° 16/01/2026 (FARMACIA),R,1110104000
2026,1,456,7,1,489,7,INSUMOS PARA EL HOSPITAL - MANGO PARA HOJA DE BISTURI N° 3 Y 4,2,3750,2,7500,87,2026-01-27 00:00:00,DROGUERIA DANA- PRESUPUESTO N° 16/01/2026 (FARMACIA),R,1110104000
2026,1,456,6,1,489,6,MEDICAMENTOS - LEVETIRACETAM 300 ML JBE,2,46200,2,92400,87,2026-01-27 00:00:00,DROGUERIA DANA- PRESUPUESTO N° 16/01/2026 (FARMACIA),R,1110104000
2026,1,456,5,1,489,5,ANTIEPILEPTICO - FENITOINA SODICA  COMPRIMIDOS 100mg.,960,110,960,105600,87,2026-01-27 00:00:00,DROGUERIA DANA- PRESUPUESTO N° 16/01/2026 (FARMACIA),R,1110104000
2026,1,456,4,1,489,4,JERINGAS - JERINGA  X 60 CC.,50,443.1,50,22155,87,2026-01-27 00:00:00,DROGUERIA DANA- PRESUPUESTO N° 16/01/2026 (FARMACIA),R,1110104000
2026,1,456,3,1,489,3,ACIDO TRANEXAMICO AMPOLLAS - ACIDO TRANEXAMICO AMPOLLAS,20,5400,20,108000,87,2026-01-27 00:00:00,DROGUERIA DANA- PRESUPUESTO N° 16/01/2026 (FARMACIA),R,1110104000
2026,1,456,2,1,489,2,GUANTES USO MEDICINAL - GUANTES LATEX CAJA X 100 UNIDADES,50,5280,50,264000,87,2026-01-27 00:00:00,DROGUERIA DANA- PRESUPUESTO N° 16/01/2026 (FARMACIA),R,1110104000
2026,1,456,1,1,489,1,ANTIEPILEPTICO - FENITOINA SODICA COMPRIMIDO 100mg.,1000,420,1000,420000,87,2026-01-27 00:00:00,DROGUERIA DANA- PRESUPUESTO N° 16/01/2026 (FARMACIA),R,1110104000
2026,1,457,1,1,490,1,"Armado de bolsas v/medidas - 10 DE 45X60X100 VERDES $ 7000 C/U
10 DE 45X60X100 ROJAS $ 1600 C/U
4 DE 60X90X50 ROJAS $ 10800 C/U",1,129200,1,129200,216,2026-01-27 00:00:00,FAE- PRESUPUESTO N° 4921548 (COCINA),R,1110104000
2026,1,459,1,1,491,1,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE PLANTA DE OXIGENO - EL MANTENIMIENTO PREVENTIVO DE GENERADOR BGOX -6 EL MISMO INCLUYE PROVISION O INSTALACION DE LOS SIGUIENTES REPUESTOS
2 VALVULAS DE RETENCION DE PRODUCCION
1 VALVULA Y ACTUADOR NEUMATICA DE ECUALIZACION
1 PLC CON SOFTWARE GENERADOR BGOX-6",1,2800424.38,0,2800424.38,1943,2026-01-27 00:00:00,B - GATE PRESUPUESTO0005 - 00007342  MANTENIMIENTO PREVENTIVO BGOX - 6,R,1110104000
2026,1,460,1,1,492,1,SERVICE - SERVICE (Genérico): SERVICE AIRE ACONDICIONADO.,2,50000,2,100000,1810,2026-01-27 00:00:00,AC REFRIGERACION. ADOLFO CATALDO. PRESUPUESTO Nº 000376.TOMOGRAFO Y QUIROFANO.,R,1110104000
2026,1,461,1,1,493,1,SUTURA - JNJ SUTURA MECANICA CIRCULAR 29 MM CDH29B///GS1,1,324500,1,324500,1524,2026-01-27 00:00:00,IMAGENES TANDIL COTIZACION 50315,R,1110104000
2026,1,462,11,1,494,11,JABON P/LAVAR ROPA -  SKIP ENZYMES POWER PRO 20 L,1,246886.81,1,246886.81,3322,2026-01-27 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002321/2322/2323/2324 (LAVADERO-COCINA- OFFICE DE MUCAMAS),R,1110104000
